[2026-04-22 01:06:19] [INFO] [plate_detector] Placa detectada (fallback): x=295, y=191, w=69, h=30
[2026-04-22 01:06:21] [INFO] [plate_detector] Placa detectada (fallback): x=311, y=178, w=70, h=32
[2026-04-22 01:06:24] [INFO] [plate_detector] Placa detectada (fallback): x=316, y=169, w=79, h=35
[2026-04-22 01:06:29] [INFO] [plate_detector] Placa detectada en: x=309, y=453, w=83, h=27
[2026-04-22 01:06:37] [INFO] [plate_detector] Placa detectada (fallback): x=312, y=151, w=93, h=29
[2026-04-22 01:06:38] [INFO] [plate_detector] Placa detectada (fallback): x=327, y=137, w=94, h=30
[2026-04-22 01:06:40] [INFO] [plate_detector] Placa detectada (fallback): x=235, y=0, w=85, h=35
[2026-04-22 01:06:42] [INFO] [plate_detector] Placa detectada (fallback): x=216, y=0, w=120, h=54
[2026-04-22 01:06:43] [INFO] [plate_detector] Placa detectada (fallback): x=432, y=387, w=113, h=56
[2026-04-22 01:06:44] [INFO] [plate_detector] Placa detectada (fallback): x=358, y=142, w=94, h=30
[2026-04-22 01:06:46] [INFO] [plate_detector] Placa detectada (fallback): x=372, y=273, w=71, h=34
[2026-04-22 01:06:47] [INFO] [plate_detector] Placa detectada (fallback): x=386, y=276, w=72, h=33
[2026-04-22 01:06:48] [INFO] [plate_detector] Placa detectada (fallback): x=397, y=153, w=90, h=30
[2026-04-22 01:06:49] [INFO] [plate_detector] Placa detectada (fallback): x=364, y=275, w=71, h=32
[2026-04-22 01:06:52] [INFO] [plate_detector] Placa detectada en: x=320, y=437, w=98, h=43
[2026-04-22 01:06:53] [INFO] [plate_detector] Placa detectada (fallback): x=106, y=292, w=74, h=34
[2026-04-22 01:06:55] [INFO] [plate_detector] Placa detectada en: x=378, y=0, w=67, h=36
[2026-04-22 01:06:56] [INFO] [plate_detector] Placa detectada (fallback): x=382, y=10, w=121, h=33
[2026-04-22 01:06:58] [INFO] [plate_detector] Placa detectada en: x=309, y=453, w=75, h=27
[2026-04-22 01:07:15] [INFO] [plate_detector] Placa detectada (fallback): x=465, y=388, w=141, h=54
[2026-04-22 01:07:16] [INFO] [plate_detector] Placa detectada (fallback): x=334, y=85, w=116, h=53
[2026-04-22 01:07:27] [INFO] [plate_detector] Placa detectada (fallback): x=466, y=349, w=142, h=42
[2026-04-22 01:07:28] [INFO] [plate_detector] Placa detectada en: x=110, y=208, w=88, h=48
[2026-04-22 01:07:29] [INFO] [plate_detector] Placa detectada (fallback): x=468, y=348, w=118, h=37
[2026-04-22 01:07:30] [INFO] [plate_detector] Placa detectada en: x=110, y=208, w=87, h=50
[2026-04-22 01:07:31] [INFO] [plate_detector] Placa detectada en: x=112, y=215, w=83, h=41
[2026-04-22 01:07:32] [INFO] [plate_detector] Placa detectada en: x=480, y=339, w=67, h=41
[2026-04-22 01:07:34] [INFO] [plate_detector] Placa detectada (fallback): x=79, y=293, w=90, h=37
[2026-04-22 01:07:36] [INFO] [plate_detector] Placa detectada en: x=251, y=0, w=86, h=53
[2026-04-22 01:07:37] [INFO] [plate_detector] Placa detectada en: x=112, y=200, w=97, h=56
[2026-04-22 01:07:38] [INFO] [plate_detector] Placa detectada en: x=251, y=0, w=98, h=62
[2026-04-22 01:07:39] [INFO] [plate_detector] Placa detectada en: x=251, y=0, w=96, h=60
[2026-04-22 01:07:40] [INFO] [plate_detector] Placa detectada (fallback): x=558, y=435, w=82, h=35
[2026-04-22 01:07:41] [INFO] [plate_detector] Placa detectada en: x=100, y=269, w=178, h=100
[2026-04-22 01:08:00] [INFO] [plate_detector] Placa detectada en: x=251, y=0, w=288, h=182
[2026-04-22 01:08:01] [INFO] [plate_detector] Placa detectada (fallback): x=462, y=409, w=151, h=71
[2026-04-22 01:08:03] [INFO] [plate_detector] Placa detectada (fallback): x=250, y=0, w=142, h=35
[2026-04-22 01:08:05] [INFO] [plate_detector] Placa detectada (fallback): x=409, y=0, w=114, h=20
[2026-04-22 01:08:06] [INFO] [plate_detector] Placa detectada (fallback): x=436, y=28, w=128, h=35
[2026-04-22 01:08:07] [INFO] [plate_detector] Placa detectada (fallback): x=533, y=433, w=107, h=47
[2026-04-22 01:08:08] [INFO] [plate_detector] Placa detectada (fallback): x=517, y=423, w=123, h=57
[2026-04-22 01:08:10] [INFO] [plate_detector] Placa detectada en: x=562, y=0, w=78, h=42
[2026-04-22 01:08:11] [INFO] [plate_detector] Placa detectada (fallback): x=417, y=0, w=107, h=34
[2026-04-22 01:08:12] [INFO] [plate_detector] Placa detectada (fallback): x=449, y=0, w=191, h=95
[2026-04-22 01:08:14] [INFO] [plate_detector] Placa detectada (fallback): x=420, y=0, w=80, h=27
[2026-04-22 01:08:15] [INFO] [plate_detector] Placa detectada (fallback): x=425, y=0, w=81, h=33
[2026-04-22 01:08:16] [INFO] [plate_detector] Placa detectada (fallback): x=411, y=0, w=80, h=30
[2026-04-22 01:08:17] [INFO] [plate_detector] Placa detectada (fallback): x=401, y=0, w=82, h=36
[2026-04-22 01:08:24] [INFO] [plate_detector] Placa detectada (fallback): x=325, y=0, w=110, h=37
[2026-04-22 01:08:28] [INFO] [camera_capture] Cámara liberada.
